anio;mes;mes-año;provincia;rubro_A12;operaciones
2019;6;jun-19;LA RIOJA;Indumentaria; 3.809 
2019;6;jun-19;LA RIOJA;Juguetes y Juegos de mesa; 322 
2019;6;jun-19;LA RIOJA;Materiales para la construcción; 652 
2019;6;jun-19;LA RIOJA;Motos y Bicicletas; 67 
2019;6;jun-19;LA RIOJA;Muebles; 47 
2019;6;jun-19;LA RIOJA;Sin clasificar; 36 
2019;6;jun-19;LA RIOJA;Teléfonos Celulares 4G; 76 
2019;6;jun-19;LA RIOJA;Turismo; 9 
2019;6;jun-19;MENDOZA;Anteojos; 1.541 
2019;6;jun-19;MENDOZA;Artículos de Librería; 181 
2019;6;jun-19;MENDOZA;Balnearios; 179 
2019;6;jun-19;MENDOZA;Bicicletas; 297 
2019;6;jun-19;MENDOZA;Calzado y Marroquinería; 18.162 
2019;6;jun-19;MENDOZA;Colchones; 906 
2019;6;jun-19;MENDOZA;Electrodomésticos; 12.504 
2019;6;jun-19;MENDOZA;Indumentaria; 65.514 
2019;6;jun-19;MENDOZA;Instrumentos musicales; 124 
2019;6;jun-19;MENDOZA;Juguetes y Juegos de mesa; 712 
2019;6;jun-19;MENDOZA;Libros; 755 
2019;6;jun-19;MENDOZA;Materiales para la construcción; 6.959 
2019;6;jun-19;MENDOZA;Motos y Bicicletas; 2.859 
2019;6;jun-19;MENDOZA;Muebles; 3.561 
2019;6;jun-19;MENDOZA;Sin clasificar; 422 
2019;6;jun-19;MENDOZA;Teléfonos Celulares 4G; 2.235 
2019;6;jun-19;MENDOZA;Turismo; 944 
2019;6;jun-19;MISIONES;Anteojos; 472 
2019;6;jun-19;MISIONES;Artículos de Librería; 161 
2019;6;jun-19;MISIONES;Balnearios; 78 
2019;6;jun-19;MISIONES;Bicicletas; 48 
2019;6;jun-19;MISIONES;Calzado y Marroquinería; 3.183 
2019;6;jun-19;MISIONES;Colchones; 498 
2019;6;jun-19;MISIONES;Electrodomésticos; 4.830 
2019;6;jun-19;MISIONES;Indumentaria; 10.988 
2019;6;jun-19;MISIONES;Instrumentos musicales; 20 
2019;6;jun-19;MISIONES;Juguetes y Juegos de mesa; 186 
2019;6;jun-19;MISIONES;Libros; 42 
2019;6;jun-19;MISIONES;Materiales para la construcción; 1.365 
2019;6;jun-19;MISIONES;Motocicletas; 20 
2019;6;jun-19;MISIONES;Motos y Bicicletas; 743 
2019;6;jun-19;MISIONES;Muebles; 813 
2019;6;jun-19;MISIONES;Sin clasificar; 161 
2019;6;jun-19;MISIONES;Teléfonos Celulares 4G; 183 
2019;6;jun-19;MISIONES;Turismo; 127 
2019;6;jun-19;NEUQUEN;Anteojos; 544 
2019;6;jun-19;NEUQUEN;Artículos de Librería; 361 
2019;6;jun-19;NEUQUEN;Balnearios; 94 
2019;6;jun-19;NEUQUEN;Bicicletas; 59 
2019;6;jun-19;NEUQUEN;Calzado y Marroquinería; 7.512 
2019;6;jun-19;NEUQUEN;Colchones; 381 
2019;6;jun-19;NEUQUEN;Electrodomésticos; 4.873 
2019;6;jun-19;NEUQUEN;Indumentaria; 40.118 
2019;6;jun-19;NEUQUEN;Instrumentos musicales; 89 
2019;6;jun-19;NEUQUEN;Juguetes y Juegos de mesa; 608 
2019;6;jun-19;NEUQUEN;Libros; 414 
2019;6;jun-19;NEUQUEN;Materiales para la construcción; 2.858 
2019;6;jun-19;NEUQUEN;Motos y Bicicletas; 1.166 
2019;6;jun-19;NEUQUEN;Muebles; 1.708 
2019;6;jun-19;NEUQUEN;Sin clasificar; 127 
2019;6;jun-19;NEUQUEN;Teléfonos Celulares 4G; 478 
2019;6;jun-19;NEUQUEN;Turismo; 87 
2019;6;jun-19;RIO NEGRO;Anteojos; 319 
2019;6;jun-19;RIO NEGRO;Artículos de Librería; 390 
2019;6;jun-19;RIO NEGRO;Balnearios; 289 
2019;6;jun-19;RIO NEGRO;Bicicletas; 33 
2019;6;jun-19;RIO NEGRO;Calzado y Marroquinería; 3.907 
2019;6;jun-19;RIO NEGRO;Colchones; 701 
2019;6;jun-19;RIO NEGRO;Electrodomésticos; 4.058 
2019;6;jun-19;RIO NEGRO;Indumentaria; 21.890 
2019;6;jun-19;RIO NEGRO;Instrumentos musicales; 28 
2019;6;jun-19;RIO NEGRO;Juguetes y Juegos de mesa; 255 
2019;6;jun-19;RIO NEGRO;Libros; 2 
2019;6;jun-19;RIO NEGRO;Materiales para la construcción; 3.882 
2019;6;jun-19;RIO NEGRO;Motos y Bicicletas; 687 
2019;6;jun-19;RIO NEGRO;Muebles; 765 
2019;6;jun-19;RIO NEGRO;Sin clasificar; 117 
2019;6;jun-19;RIO NEGRO;Teléfonos Celulares 4G; 136 
2019;6;jun-19;RIO NEGRO;Turismo; 228 
2019;6;jun-19;SALTA;Anteojos; 835 
2019;6;jun-19;SALTA;Artículos de Librería; 1 
2019;6;jun-19;SALTA;Balnearios; 141 
2019;6;jun-19;SALTA;Bicicletas; 102 
2019;6;jun-19;SALTA;Calzado y Marroquinería; 12.189 
2019;6;jun-19;SALTA;Colchones; 607 
2019;6;jun-19;SALTA;Computadoras, notebooks y tabletas; 1 
2019;6;jun-19;SALTA;Electrodomésticos; 7.753 
2019;6;jun-19;SALTA;Indumentaria; 33.853 
2019;6;jun-19;SALTA;Instrumentos musicales; 112 
2019;6;jun-19;SALTA;Juguetes y Juegos de mesa; 998 
2019;6;jun-19;SALTA;Libros; 414 
2019;6;jun-19;SALTA;Materiales para la construcción; 4.713 
2019;6;jun-19;SALTA;Motos y Bicicletas; 1.315 
2019;6;jun-19;SALTA;Muebles; 473 
2019;6;jun-19;SALTA;Sin clasificar; 259 
2019;6;jun-19;SALTA;Teléfonos Celulares 4G; 1.532 
2019;6;jun-19;SALTA;Turismo; 113 
2019;6;jun-19;SAN JUAN;Anteojos; 126 
2019;6;jun-19;SAN JUAN;Artículos de Librería; 5 
2019;6;jun-19;SAN JUAN;Balnearios; 317 
2019;6;jun-19;SAN JUAN;Bicicletas; 43 
2019;6;jun-19;SAN JUAN;Calzado y Marroquinería; 5.950 
2019;6;jun-19;SAN JUAN;Colchones; 100 
2019;6;jun-19;SAN JUAN;Electrodomésticos; 3.667 
2019;6;jun-19;SAN JUAN;Indumentaria; 22.095 
2019;6;jun-19;SAN JUAN;Instrumentos musicales; 20 
2019;6;jun-19;SAN JUAN;Juguetes y Juegos de mesa; 418 
2019;6;jun-19;SAN JUAN;Libros; 35 
2019;6;jun-19;SAN JUAN;Materiales para la construcción; 2.090 
2019;6;jun-19;SAN JUAN;Motos y Bicicletas; 515 
2019;6;jun-19;SAN JUAN;Muebles; 570 
2019;6;jun-19;SAN JUAN;Sin clasificar; 89 
2019;6;jun-19;SAN JUAN;Teléfonos Celulares 4G; 240 
2019;6;jun-19;SAN JUAN;Turismo; 255 
2019;6;jun-19;SAN LUIS;Anteojos; 516 
2019;6;jun-19;SAN LUIS;Artículos de Librería; 39 
2019;6;jun-19;SAN LUIS;Balnearios; 62 
2019;6;jun-19;SAN LUIS;Bicicletas; 54 
2019;6;jun-19;SAN LUIS;Calzado y Marroquinería; 3.452 
2019;6;jun-19;SAN LUIS;Colchones; 220 
2019;6;jun-19;SAN LUIS;Electrodomésticos; 3.516 
2019;6;jun-19;SAN LUIS;Indumentaria; 15.297 
2019;6;jun-19;SAN LUIS;Instrumentos musicales; 1 
2019;6;jun-19;SAN LUIS;Juguetes y Juegos de mesa; 247 
2019;6;jun-19;SAN LUIS;Libros; 39 
2019;6;jun-19;SAN LUIS;Materiales para la construcción; 1.650 
2019;6;jun-19;SAN LUIS;Motos y Bicicletas; 354 
2019;6;jun-19;SAN LUIS;Muebles; 476 
2019;6;jun-19;SAN LUIS;Sin clasificar; 38 
2019;6;jun-19;SAN LUIS;Teléfonos Celulares 4G; 131 
2019;6;jun-19;SAN LUIS;Turismo; 99 
2019;6;jun-19;SANTA CRUZ;Anteojos; 174 
2019;6;jun-19;SANTA CRUZ;Artículos de Librería; 44 
2019;6;jun-19;SANTA CRUZ;Balnearios; 14 
2019;6;jun-19;SANTA CRUZ;Calzado y Marroquinería; 2.712 
2019;6;jun-19;SANTA CRUZ;Colchones; 17 
2019;6;jun-19;SANTA CRUZ;Electrodomésticos; 2.512 
2019;6;jun-19;SANTA CRUZ;Indumentaria; 13.058 
2019;6;jun-19;SANTA CRUZ;Instrumentos musicales; 11 
2019;6;jun-19;SANTA CRUZ;Juguetes y Juegos de mesa; 309 
2019;6;jun-19;SANTA CRUZ;Libros; 31 
2019;6;jun-19;SANTA CRUZ;Materiales para la construcción; 1.202 
2019;6;jun-19;SANTA CRUZ;Motos y Bicicletas; 313 
2019;6;jun-19;SANTA CRUZ;Muebles; 669 
2019;6;jun-19;SANTA CRUZ;Sin clasificar; 96 
2019;6;jun-19;SANTA CRUZ;Teléfonos Celulares 4G; 36 
2019;6;jun-19;SANTA CRUZ;Turismo; 22 
2019;6;jun-19;SANTA FE;Anteojos; 3.991 
2019;6;jun-19;SANTA FE;Artículos de Librería; 1.105 
2019;6;jun-19;SANTA FE;Balnearios; 853 
2019;6;jun-19;SANTA FE;Bicicletas; 550 
2019;6;jun-19;SANTA FE;Calzado y Marroquinería; 40.953 
2019;6;jun-19;SANTA FE;Colchones; 2.204 
2019;6;jun-19;SANTA FE;Electrodomésticos; 48.797 
2019;6;jun-19;SANTA FE;Indumentaria; 204.349 
2019;6;jun-19;SANTA FE;Instrumentos musicales; 94 
2019;6;jun-19;SANTA FE;Juguetes y Juegos de mesa; 6.660 
2019;6;jun-19;SANTA FE;Libros; 5.811 
2019;6;jun-19;SANTA FE;Materiales para la construcción; 22.580 
2019;6;jun-19;SANTA FE;Motos y Bicicletas; 8.790 
2019;6;jun-19;SANTA FE;Muebles; 7.319 
2019;6;jun-19;SANTA FE;Perfumeria; 2 
2019;6;jun-19;SANTA FE;Sin clasificar; 525 
2019;6;jun-19;SANTA FE;Teléfonos Celulares 4G; 5.091 
2019;6;jun-19;SANTA FE;Turismo; 686 
2019;6;jun-19;SANTIAGO DEL ESTERO;Anteojos; 295 
2019;6;jun-19;SANTIAGO DEL ESTERO;Bicicletas; 32 
2019;6;jun-19;SANTIAGO DEL ESTERO;Calzado y Marroquinería; 4.970 
2019;6;jun-19;SANTIAGO DEL ESTERO;Colchones; 116 
2019;6;jun-19;SANTIAGO DEL ESTERO;Electrodomésticos; 3.084 
2019;6;jun-19;SANTIAGO DEL ESTERO;Indumentaria; 14.469 
2019;6;jun-19;SANTIAGO DEL ESTERO;Instrumentos musicales; 2 
2019;6;jun-19;SANTIAGO DEL ESTERO;Juguetes y Juegos de mesa; 288 
2019;6;jun-19;SANTIAGO DEL ESTERO;Libros; 4 
2019;6;jun-19;SANTIAGO DEL ESTERO;Materiales para la construcción; 1.979 
2019;6;jun-19;SANTIAGO DEL ESTERO;Motos y Bicicletas; 327 
2019;6;jun-19;SANTIAGO DEL ESTERO;Muebles; 335 
2019;6;jun-19;SANTIAGO DEL ESTERO;Sin clasificar; 29 
2019;6;jun-19;SANTIAGO DEL ESTERO;Teléfonos Celulares 4G; 1.066 
2019;6;jun-19;SANTIAGO DEL ESTERO;Turismo; 161 
2019;6;jun-19;TIERRA DEL FUEGO;Anteojos; 108 
2019;6;jun-19;TIERRA DEL FUEGO;Artículos de Librería; 296 
2019;6;jun-19;TIERRA DEL FUEGO;Balnearios; 50 
2019;6;jun-19;TIERRA DEL FUEGO;Calzado y Marroquinería; 1.345 
2019;6;jun-19;TIERRA DEL FUEGO;Colchones; 79 
2019;6;jun-19;TIERRA DEL FUEGO;Electrodomésticos; 2.081 
2019;6;jun-19;TIERRA DEL FUEGO;Indumentaria; 13.840 
2019;6;jun-19;TIERRA DEL FUEGO;Juguetes y Juegos de mesa; 213 
2019;6;jun-19;TIERRA DEL FUEGO;Libros; 55 
2019;6;jun-19;TIERRA DEL FUEGO;Materiales para la construcción; 1.438 
2019;6;jun-19;TIERRA DEL FUEGO;Motos y Bicicletas; 236 
2019;6;jun-19;TIERRA DEL FUEGO;Muebles; 420 
2019;6;jun-19;TIERRA DEL FUEGO;Sin clasificar; 76 
2019;6;jun-19;TIERRA DEL FUEGO;Teléfonos Celulares 4G; 50 
2019;6;jun-19;TIERRA DEL FUEGO;Turismo; 68 
2019;6;jun-19;TUCUMAN;Anteojos; 425 
2019;6;jun-19;TUCUMAN;Artículos de Librería; 63 
2019;6;jun-19;TUCUMAN;Balnearios; 212 
2019;6;jun-19;TUCUMAN;Bicicletas; 166 
2019;6;jun-19;TUCUMAN;Calzado y Marroquinería; 29.557 
2019;6;jun-19;TUCUMAN;Colchones; 631 
2019;6;jun-19;TUCUMAN;Electrodomésticos; 5.420 
2019;6;jun-19;TUCUMAN;Indumentaria; 67.940 
2019;6;jun-19;TUCUMAN;Instrumentos musicales; 50 
2019;6;jun-19;TUCUMAN;Juguetes y Juegos de mesa; 1.086 
2019;6;jun-19;TUCUMAN;Libros; 903 
2019;6;jun-19;TUCUMAN;Materiales para la construcción; 5.091 
2019;6;jun-19;TUCUMAN;Motos y Bicicletas; 2.299 
2019;6;jun-19;TUCUMAN;Muebles; 1.771 
2019;6;jun-19;TUCUMAN;Sin clasificar; 91 
2019;6;jun-19;TUCUMAN;Teléfonos Celulares 4G; 1.670 
2019;6;jun-19;TUCUMAN;Turismo; 56 
2019;7;jul-19;BUENOS AIRES;Anteojos; 13.134 
2019;7;jul-19;BUENOS AIRES;Artículos de Librería; 3.729 
2019;7;jul-19;BUENOS AIRES;Balnearios; 9.397 
2019;7;jul-19;BUENOS AIRES;Bicicletas; 1.898 
2019;7;jul-19;BUENOS AIRES;Calzado y Marroquinería; 209.103 
2019;7;jul-19;BUENOS AIRES;Colchones; 14.574 
2019;7;jul-19;BUENOS AIRES;Electrodomésticos; 222.265 
2019;7;jul-19;BUENOS AIRES;Indumentaria; 1.080.795 
2019;7;jul-19;BUENOS AIRES;Instrumentos musicales; 1.314 
2019;7;jul-19;BUENOS AIRES;Juguetes y Juegos de mesa; 52.510 
2019;7;jul-19;BUENOS AIRES;Libros; 21.535 
2019;7;jul-19;BUENOS AIRES;Materiales para la construcción; 114.127 
2019;7;jul-19;BUENOS AIRES;Motocicletas; 16 
2019;7;jul-19;BUENOS AIRES;Motos y Bicicletas; 45.347 
2019;7;jul-19;BUENOS AIRES;Muebles; 33.564 
2019;7;jul-19;BUENOS AIRES;Perfumeria; 4.851 
2019;7;jul-19;BUENOS AIRES;Sin clasificar; 30.078 
2019;7;jul-19;BUENOS AIRES;Teléfonos Celulares 4G; 14.770 
2019;7;jul-19;BUENOS AIRES;Turismo; 4.262 
2019;7;jul-19;CATAMARCA;Anteojos; 112 
2019;7;jul-19;CATAMARCA;Artículos de Librería; 124 
2019;7;jul-19;CATAMARCA;Balnearios; 4 
2019;7;jul-19;CATAMARCA;Bicicletas; 90 
2019;7;jul-19;CATAMARCA;Calzado y Marroquinería; 1.782 
2019;7;jul-19;CATAMARCA;Colchones; 62 
2019;7;jul-19;CATAMARCA;Electrodomésticos; 2.019 
2019;7;jul-19;CATAMARCA;Indumentaria; 4.804 
2019;7;jul-19;CATAMARCA;Instrumentos musicales; 36 
2019;7;jul-19;CATAMARCA;Juguetes y Juegos de mesa; 310 
2019;7;jul-19;CATAMARCA;Libros; 15 
2019;7;jul-19;CATAMARCA;Materiales para la construcción; 601 
2019;7;jul-19;CATAMARCA;Motos y Bicicletas; 407 
2019;7;jul-19;CATAMARCA;Muebles; 179 
2019;7;jul-19;CATAMARCA;Perfumeria; 294 
2019;7;jul-19;CATAMARCA;Sin clasificar; 189 
2019;7;jul-19;CATAMARCA;Teléfonos Celulares 4G; 64 
2019;7;jul-19;CATAMARCA;Turismo; 120 
2019;7;jul-19;CHACO;Anteojos; 791 
2019;7;jul-19;CHACO;Artículos de Librería; 1.014 
2019;7;jul-19;CHACO;Balnearios; 192 
2019;7;jul-19;CHACO;Bicicletas; 102 
2019;7;jul-19;CHACO;Calzado y Marroquinería; 6.056 
2019;7;jul-19;CHACO;Colchones; 387 
2019;7;jul-19;CHACO;Electrodomésticos; 14.231 
2019;7;jul-19;CHACO;Indumentaria; 35.941 
2019;7;jul-19;CHACO;Instrumentos musicales; 2 
2019;7;jul-19;CHACO;Juguetes y Juegos de mesa; 473 
2019;7;jul-19;CHACO;Libros; 602 
2019;7;jul-19;CHACO;Materiales para la construcción; 2.799 
2019;7;jul-19;CHACO;Motos y Bicicletas; 1.341 
2019;7;jul-19;CHACO;Muebles; 6.539 
2019;7;jul-19;CHACO;Perfumeria; 410 
2019;7;jul-19;CHACO;Sin clasificar; 2.343 
2019;7;jul-19;CHACO;Teléfonos Celulares 4G; 622 
2019;7;jul-19;CHACO;Turismo; 102 
2019;7;jul-19;CHUBUT;Anteojos; 294 
2019;7;jul-19;CHUBUT;Artículos de Librería; 103 
2019;7;jul-19;CHUBUT;Balnearios; 45 
2019;7;jul-19;CHUBUT;Bicicletas; 26 
2019;7;jul-19;CHUBUT;Calzado y Marroquinería; 9.858 
2019;7;jul-19;CHUBUT;Colchones; 99 
2019;7;jul-19;CHUBUT;Electrodomésticos; 6.274 
2019;7;jul-19;CHUBUT;Indumentaria; 26.832 
2019;7;jul-19;CHUBUT;Instrumentos musicales; 62 
2019;7;jul-19;CHUBUT;Juguetes y Juegos de mesa; 1.712 
2019;7;jul-19;CHUBUT;Libros; 452 
2019;7;jul-19;CHUBUT;Materiales para la construcción; 4.224 
2019;7;jul-19;CHUBUT;Motos y Bicicletas; 948 
2019;7;jul-19;CHUBUT;Muebles; 1.153 
2019;7;jul-19;CHUBUT;Perfumeria; 76 
2019;7;jul-19;CHUBUT;Sin clasificar; 699 
2019;7;jul-19;CHUBUT;Teléfonos Celulares 4G; 192 
2019;7;jul-19;CHUBUT;Turismo; 88 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Anteojos; 8.203 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Artículos de Librería; 3.935 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Balnearios; 2.711 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Bicicletas; 1.483 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Calzado y Marroquinería; 173.390 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Colchones; 14.597 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Electrodomésticos; 137.010 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Indumentaria; 762.343 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Instrumentos musicales; 1.250 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Juguetes y Juegos de mesa; 25.757 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Libros; 34.208 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Materiales para la construcción; 36.808 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Motos y Bicicletas; 13.518 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Muebles; 16.627 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Perfumeria; 5.398 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Sin clasificar; 28.944 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Teléfonos Celulares 4G; 125.997 
2019;7;jul-19;CIUDAD AUTONOMA DE BUENOS AIRES;Turismo; 46.970 
2019;7;jul-19;CORDOBA;Anteojos; 5.193 
2019;7;jul-19;CORDOBA;Artículos de Librería; 3.125 
2019;7;jul-19;CORDOBA;Balnearios; 1.646 
2019;7;jul-19;CORDOBA;Bicicletas; 1.295 
2019;7;jul-19;CORDOBA;Calzado y Marroquinería; 55.107 
2019;7;jul-19;CORDOBA;Colchones; 3.886 
2019;7;jul-19;CORDOBA;Electrodomésticos; 46.315 
2019;7;jul-19;CORDOBA;Indumentaria; 239.530 
2019;7;jul-19;CORDOBA;Instrumentos musicales; 1.064 
2019;7;jul-19;CORDOBA;Juguetes y Juegos de mesa; 8.134 
2019;7;jul-19;CORDOBA;Libros; 2.987 
2019;7;jul-19;CORDOBA;Materiales para la construcción; 34.280 
2019;7;jul-19;CORDOBA;Motos y Bicicletas; 17.436 
2019;7;jul-19;CORDOBA;Muebles; 8.452 
2019;7;jul-19;CORDOBA;Perfumeria; 2.250 
2019;7;jul-19;CORDOBA;Sin clasificar; 2.711 
2019;7;jul-19;CORDOBA;Teléfonos Celulares 4G; 7.590 
2019;7;jul-19;CORDOBA;Turismo; 1.753 
2019;7;jul-19;CORRIENTES;Anteojos; 1.133 
2019;7;jul-19;CORRIENTES;Artículos de Librería; 102 
2019;7;jul-19;CORRIENTES;Balnearios; 228 
2019;7;jul-19;CORRIENTES;Bicicletas; 51 
2019;7;jul-19;CORRIENTES;Calzado y Marroquinería; 7.155 
2019;7;jul-19;CORRIENTES;Colchones; 245 
2019;7;jul-19;CORRIENTES;Electrodomésticos; 7.847 
2019;7;jul-19;CORRIENTES;Indumentaria; 31.783 
2019;7;jul-19;CORRIENTES;Instrumentos musicales; 28 
2019;7;jul-19;CORRIENTES;Juguetes y Juegos de mesa; 175 
2019;7;jul-19;CORRIENTES;Libros; 856 
2019;7;jul-19;CORRIENTES;Materiales para la construcción; 2.255 
2019;7;jul-19;CORRIENTES;Motos y Bicicletas; 838 
2019;7;jul-19;CORRIENTES;Muebles; 660 
2019;7;jul-19;CORRIENTES;Perfumeria; 339 
2019;7;jul-19;CORRIENTES;Sin clasificar; 935 
2019;7;jul-19;CORRIENTES;Teléfonos Celulares 4G; 406 
2019;7;jul-19;CORRIENTES;Turismo; 281 
2019;7;jul-19;ENTRE RIOS;Anteojos; 868 
2019;7;jul-19;ENTRE RIOS;Artículos de Librería; 399 
2019;7;jul-19;ENTRE RIOS;Balnearios; 312 
2019;7;jul-19;ENTRE RIOS;Bicicletas; 263 
2019;7;jul-19;ENTRE RIOS;Calzado y Marroquinería; 17.177 
2019;7;jul-19;ENTRE RIOS;Colchones; 360 
2019;7;jul-19;ENTRE RIOS;Electrodomésticos; 16.578 
2019;7;jul-19;ENTRE RIOS;Indumentaria; 37.377 
2019;7;jul-19;ENTRE RIOS;Instrumentos musicales; 182 
2019;7;jul-19;ENTRE RIOS;Juguetes y Juegos de mesa; 1.442 
2019;7;jul-19;ENTRE RIOS;Libros; 299 
2019;7;jul-19;ENTRE RIOS;Materiales para la construcción; 8.946 
2019;7;jul-19;ENTRE RIOS;Motos y Bicicletas; 3.838 
2019;7;jul-19;ENTRE RIOS;Muebles; 4.254 
2019;7;jul-19;ENTRE RIOS;Perfumeria; 1.265 
2019;7;jul-19;ENTRE RIOS;Sin clasificar; 1.063 
2019;7;jul-19;ENTRE RIOS;Teléfonos Celulares 4G; 1.214 
2019;7;jul-19;ENTRE RIOS;Turismo; 18.949 
2019;7;jul-19;FORMOSA;Anteojos; 81 
2019;7;jul-19;FORMOSA;Artículos de Librería; 43 
2019;7;jul-19;FORMOSA;Balnearios; 2 
2019;7;jul-19;FORMOSA;Bicicletas; 8 
2019;7;jul-19;FORMOSA;Calzado y Marroquinería; 1.551 
2019;7;jul-19;FORMOSA;Colchones; 53 
2019;7;jul-19;FORMOSA;Electrodomésticos; 2.338 
2019;7;jul-19;FORMOSA;Indumentaria; 7.076 
2019;7;jul-19;FORMOSA;Juguetes y Juegos de mesa; 203 
2019;7;jul-19;FORMOSA;Libros; 30 
2019;7;jul-19;FORMOSA;Materiales para la construcción; 414 
2019;7;jul-19;FORMOSA;Motos y Bicicletas; 493 
2019;7;jul-19;FORMOSA;Muebles; 320 
2019;7;jul-19;FORMOSA;Perfumeria; 2 
2019;7;jul-19;FORMOSA;Sin clasificar; 335 
2019;7;jul-19;FORMOSA;Teléfonos Celulares 4G; 4.187 
2019;7;jul-19;FORMOSA;Turismo; 8 
2019;7;jul-19;JUJUY;Anteojos; 579 
2019;7;jul-19;JUJUY;Artículos de Librería; 544 
2019;7;jul-19;JUJUY;Balnearios; 309 
2019;7;jul-19;JUJUY;Bicicletas; 82 
2019;7;jul-19;JUJUY;Calzado y Marroquinería; 10.335 
2019;7;jul-19;JUJUY;Colchones; 44 
2019;7;jul-19;JUJUY;Electrodomésticos; 4.413 
2019;7;jul-19;JUJUY;Indumentaria; 15.853 
2019;7;jul-19;JUJUY;Instrumentos musicales; 97 
2019;7;jul-19;JUJUY;Juguetes y Juegos de mesa; 194 
2019;7;jul-19;JUJUY;Libros; 731 
2019;7;jul-19;JUJUY;Materiales para la construcción; 2.201 
2019;7;jul-19;JUJUY;Motos y Bicicletas; 934 
2019;7;jul-19;JUJUY;Muebles; 914 
2019;7;jul-19;JUJUY;Sin clasificar; 629 
2019;7;jul-19;JUJUY;Teléfonos Celulares 4G; 173 
2019;7;jul-19;JUJUY;Turismo; 140 
2019;7;jul-19;LA PAMPA;Anteojos; 247 
2019;7;jul-19;LA PAMPA;Artículos de Librería; 792 
2019;7;jul-19;LA PAMPA;Balnearios; 51 
2019;7;jul-19;LA PAMPA;Bicicletas; 7 
2019;7;jul-19;LA PAMPA;Calzado y Marroquinería; 3.473 
2019;7;jul-19;LA PAMPA;Colchones; 94 
2019;7;jul-19;LA PAMPA;Electrodomésticos; 4.754 
2019;7;jul-19;LA PAMPA;Indumentaria; 15.833 
2019;7;jul-19;LA PAMPA;Instrumentos musicales; 22 
2019;7;jul-19;LA PAMPA;Juguetes y Juegos de mesa; 217 
2019;7;jul-19;LA PAMPA;Materiales para la construcción; 2.229 
2019;7;jul-19;LA PAMPA;Motos y Bicicletas; 952 
2019;7;jul-19;LA PAMPA;Muebles; 1.123 
2019;7;jul-19;LA PAMPA;Perfumeria; 194 
2019;7;jul-19;LA PAMPA;Sin clasificar; 155 
2019;7;jul-19;LA PAMPA;Teléfonos Celulares 4G; 26 
2019;7;jul-19;LA PAMPA;Turismo; 276 
2019;7;jul-19;LA RIOJA;Anteojos; 227 
2019;7;jul-19;LA RIOJA;Balnearios; 11 
2019;7;jul-19;LA RIOJA;Bicicletas; 32 
2019;7;jul-19;LA RIOJA;Calzado y Marroquinería; 1.247 
2019;7;jul-19;LA RIOJA;Colchones; 95 
2019;7;jul-19;LA RIOJA;Electrodomésticos; 2.278 
2019;7;jul-19;LA RIOJA;Indumentaria; 3.805 
2019;7;jul-19;LA RIOJA;Juguetes y Juegos de mesa; 451 
2019;7;jul-19;LA RIOJA;Materiales para la construcción; 1.025 
2019;7;jul-19;LA RIOJA;Motos y Bicicletas; 259 
2019;7;jul-19;LA RIOJA;Muebles; 81 
2019;7;jul-19;LA RIOJA;Sin clasificar; 220 
2019;7;jul-19;LA RIOJA;Teléfonos Celulares 4G; 55 
2019;7;jul-19;LA RIOJA;Turismo; 55 
2019;7;jul-19;MENDOZA;Anteojos; 2.350 
2019;7;jul-19;MENDOZA;Artículos de Librería; 559 
2019;7;jul-19;MENDOZA;Balnearios; 404 
2019;7;jul-19;MENDOZA;Bicicletas; 523 
2019;7;jul-19;MENDOZA;Calzado y Marroquinería; 20.018 
2019;7;jul-19;MENDOZA;Colchones; 1.157 
2019;7;jul-19;MENDOZA;Electrodomésticos; 15.312 
2019;7;jul-19;MENDOZA;Indumentaria; 75.263 
2019;7;jul-19;MENDOZA;Instrumentos musicales; 287 
2019;7;jul-19;MENDOZA;Juguetes y Juegos de mesa; 1.346 
2019;7;jul-19;MENDOZA;Libros; 1.539 
2019;7;jul-19;MENDOZA;Materiales para la construcción; 10.968 
2019;7;jul-19;MENDOZA;Motocicletas; 1 
2019;7;jul-19;MENDOZA;Motos y Bicicletas; 6.137 
2019;7;jul-19;MENDOZA;Muebles; 4.841 
