Year,Angola,Albania,United Arab Emirates,Argentina,Armenia,Developing Asia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Developing Countries,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific developing,Europe & Central Asia developing,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,High income: OECD,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,"Korea, Rep.",Kuwait,Latin America & Caribbean developing,"Lao, PDR",Lebanon,Libya,Low Income,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,"Moldova, Rep.",Madagascar,Maldives,Mexico,Middle Income Countries,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & N. Africa developing,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,High Income: Non-OECD,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,South Asia developing,Saudi Arabia,Sudan,Singapore,Sierra Leone,El Salvador,Sub-Saharan Africa developing,Suriname,Slovakia,Slovenia,Sweden,Seychelles,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Vietnam,World (WBG members),Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia
2003Q2,"1957,746","115,03","12135,07","8455,9","176,5643","185725,4",16977,"21662,2","681,183","11,29134","64626,3","84,52446","79,45553",NA,"1835,8","1602,032","69,53","347,3115","2430,8","47,845","393,9606",17984,"70,10329","1044,468","682,9612","32,16","72,48946","24937,5","5307,9",103838,"1144,763","491,79","494,2471","3278,3","7,13067","2,768211","1648,1","282,4264","12277,16",184850,"696757,7","59,98866","10,00441",16138,"1395,012","5892,94",179326,"57342,76","1435,74","1561,1","40528,58","1157,154","157,0285",13422,"92088,69","822,0949",46627,"650,55","157,2982","5,499728","17,15626","658,296","3424,4","1188,77","117,9954",1285079,53789,"923,5183","1,516289","95,08","10445,4",1132395,15313,"630,92",23354,"7416,278","1010,679","582,3","6533,3",73357,"295,1163","713,2026",112513,"600,7478","443,5762","46053,01","4,909855","82255,74","101,5092","343,9973","3354,828","319855,6",NA,"121,5682",1623,"2521,2","744,29","668,387","2215,583","192,5415","254,6169","28,68749","40244,5",377451,"206,43","51,2","620,9","582,0616","25633,34","94,5182","204,3794","162,6374","438,9812","105,6153","25394,5","323,2716","79,24453",NA,"149,7653","64171,86",16388,4271,"152670,4","2735,425","3304,2","183,1298","2220,79","8614,34","512,2513","13068,9",8227,"0,740112","3313,74","4234,5",29743,"18,51852",NA,NA,"652,2217","37938,12","22,37043","758,3","345020,9","56,38511","5,510013","3,236942",26088,"63,51659","19300,15",NA,"1551,504","2226,133",11318,"34264,9","318133,5","130,68",5369,"0,580556","180715,9","536,3034","1372,786","5129,054",1983561,"3,068747","838,6105","10079,33","208,7989","210,1762"
2003Q3,"2229,697","102,9788","12680,79","7550,8","179,9102","202074,4",17545,"21784,7","536,939","7,314252","61544,4","72,63751","77,64754",NA,1969,"1637,119","111,56","352,0561",2583,"51,6763","438,2048",19820,"43,93034","1110,607","808,239","29,52","70,08326","24090,2","5182,2",117404,"924,8284","555,8891","423,9121",3440,"4,950313","2,842119","1499,6","271,2677","11617,35",187401,"709328,1","69,963","9,699696",15929,"1393,003","5947,575","195760,2","62906,61","1540,609","1445,3","35126,17","1088,715","143,5392",12299,"86567,76","906,3289",45814,"574,94","171,8975","4,537404","17,51749","696,1227","3281,6","1086,93","127,8041",1276799,59821,"917,6","1,470311","91,35","10636,4",1112514,"15351,5","673,08",22718,"7858,191","824,261","565,5","6812,8",70211,"310,3331","831,5291",117929,"566,6497","628,6067","47828,06","4,975391","84884,73","116,8502","357,2285","3516,035","306989,1",NA,"160,9334",1792,2305,"726,02","732,3231","2114,263","199,4555","231,9882","23,59359","41543,1","403388,7","191,88","50,45","606,5","538,3894","25620,33","182,0891","244,054","128,8552","512,6695","201,023","26452,47","361,3844","44,62912",NA,"150,4135","63306,66",15509,3977,"164284,5","2667,487","2967,7","203,1493","2350,12","9366,65","559,504","13632,4",7897,"0,673117","3160,414","4589,4",33321,"18,2599",NA,NA,"655,2632","40576,2","23,56853","801,2",332925,"52,45879","5,560526","3,116106",23916,"62,83023","20077,51",NA,"1704,202","1770,589",12180,"36415,1","305178,2","152,32",6016,"0,579131","175919,9","513,5311","1506,007","5079,718",1987648,"2,862892","885,3945","10755,04","223,6044","199,5841"
2003Q4,"1981,361","123,0672","13402,63","7356,5","167,0795","219731,8",19332,"24841,8","731,532","6,832371","68793,5","51,69571","77,37631",NA,"1976,3","1693,948","112,62","370,5718","2785,8","29,64816","430,3952",20333,"40,39489","1203,57","641,7963","29,08","76,27479","27656,4","5967,3",130700,"1727,517","583,6627","410,2638","3419,6","6,608458","4,255045","1424,6","237,0777","13507,86",204628,"910189,8","56,25141","10,49151",17645,"1338,945","6546,497","213151,3","68581,61","1711,859","1581,7","43234,85","1321,876","134,59",14953,"103827,3","1002,498",48631,"771,74","197,3817","2,956672","18,53465","739,5075","3570,9","1132,516","157,9966",1440652,61268,"974,062","1,737074",92,"12385,5",1265749,"15253,6","756,73",25986,"8431,372","2746,428","604,8","7421,8",86541,"280,4458","864,9944",132420,"593,0756","529,9171","56900,45","5,272394","87648,28","111,309","472,4893","3648,255",473836,NA,"160,626","1986,3","2663,1","789,55","680,8763","2337,892","213,5346","301,3423","29,05313","43927,3","435595,8","224,6","60,21",677,"538,3696","29722,98","214,724","393,2116","147,1283","530,5146","116,9267","28718,29","338,9466","49,9229",NA,"158,338","72916,33",19021,4366,"174891,7","2859,149","2913,3","213,1934","2488,9","9600,55","602,7387","15349,8",9072,"0,614152","3363,307","4804,5",36339,"11,24546",NA,NA,"835,2139","43726,17","26,38944",768,"504061,2","65,25266","6,385512","3,468721",28265,"47,59523","21873,52",NA,"1785,263","1987,476",13389,"40842,3","471891,8","143,01",6746,"0,606923","193839,4","523,6971","1334,619","5005,308",2351906,"2,950118","1049,628","11214,61","224,9716","210,073"
2004Q1,"2210,772","136,4767","15565,64","7374,9","130,5991","204727,1",19520,"26158,9","732,228","4,928791","75417,4","79,70645","91,79286",NA,"2148,4","1814,69","107,25","393,6155","2905,7","58,71","460,97",19487,"42,42104","1031,845","847,1665","28,89","78,21469","29030,1","7685,2",115603,"1782,268","779,7032","183,3151","3406,4","20,66918","3,808607","1570,6","242,688","14311,08",221020,"796621,5","54,71947","10,47866",18162,"1309,73","7752,587","198040,7","69765,02","1690,564","1813,4","45529,78","1345,503","154,0939",14412,"106204,3","979,4439",45258,"667,17","180,8125","10,7661","20,08342","781,5485","3736,9","1174,2","122,2165",1481561,55666,"1062,4","1,816656","75,55","12712,4",1309248,"15037,7","872,95",26549,"9236,923","3600,568","734,6","8469,9",83263,"375,015","854,6133",135050,"633,296","638,0104","59298,95","5,598706","86978,96","133,7448","470,6073","4006,631",370900,NA,"131,6009","2000,4","2931,4","848,92","533,2304","2526,635","237,3821","231,8377","32,68077",43193,"426212,1","200,18","59,95",688,"633,311","33806,55","131,4579","352,7902","186,9677","605,4928","86,88311","28417,68","370,1239","38,02904",NA,"176,8777","76502,71",19541,4940,"172294,3","3032,888",3096,"218,1102","2794,69","9215,93","597,9265","16450,3",9405,"0,690638","4262,134","5411,6",36035,"17,15951",NA,NA,"873,6988","44514,86","31,36897","821,4","400464,4","60,50286","6,195262","3,701396",29588,"88,16196","22392,42",NA,"1990,311","2472,156",13503,39691,"368973,6","201,44",7151,"0,590321","195932,3","589,6865","1534,954","5237,333",2280458,"2,197654","1017,709","11546,2","239,6759","364,5067"
2004Q2,"2401,634","156,6226","16990,38","9384,6","201,4745","239331,2",21342,"27228,8","946,314","5,938837","75344,3","115,1258","119,8183",NA,"2285,8","2144,005","123,41","423,8163","3338,2","53,58","540,4293",23913,"63,68553","1144,728","686,0216","31,88","85,54713",28554,"7974,6",142471,"1513,659","827,4397","200,0788","4023,9","3,391137","3,874961","1635,6","342,0926","17309,42",222579,"815408,3","64,51523","10,2797",18174,"1469,817","7067,971","231964,7","79992,87","1987,755",1903,"46163,65","1376,669","187,8879",14252,"105851,4","1104,118",47157,"682,14","212,2313","13,0807","20,58839","795,9281","4098,9","1256,7","153,6335",1533361,63314,"1129,3","1,913851","87,86",13402,1342556,"16797,1","793,88",25773,"9776,463","4243,537","656,7","8343,2",88181,"387,1531","954,3445",137918,"682,7101","558,415","63974,73","6,401017","99172,5","125,2779","403,9291","4153,264","331025,1",NA,"154,7505","2134,7","2979,2","958,73","728,5827","2419,894","238,1994","215,2589","26,11243","47387,8","486166,1","221,4","108,77","633,8","652,2771","34441,48","175,7295","180,1885","216,9608","533,5537","99,24591","31154,03","401,7555","50,05346",NA,"190,1888","75270,94",19401,5498,"190797,4","3149,822",3408,"225,217","2874,09","9567,97","666,5535","17838,4",9496,"0,789789","4329,718","5647,8",41699,"30,12594",NA,NA,"1056,948","48388,68","42,32725","808,7","361169,3","74,49501","7,092764","3,867365",31066,"112,5375","23503,54",NA,"1927,557","2452,912",15526,"44118,3","329024,3","174,15",8362,"0,752006","205255,6","728,2137","1577,608","6290,058",2351012,"2,754175","1001,649","12543,28","302,8279","391,0624"
2004Q3,"3085,275","150,7953","18079,24","8980,9","188,6052","263449,2",21961,"27274,1","910,453","18,01238","72650,6","52,79991","93,85807",NA,"2675,1","2177,355","98,59","451,6456","3726,5","54,24","599,3948",27025,"54,83115","1107,371","995,6325","31,1","83,49858","28513,8","8426,2",158052,"1210,158","814,9667","206,394","4567,7","4,372093","2,688057","1522,9","314,0118","16447,02",219760,"940235,9","76,16989","9,560803",18403,"1557,814","7449,264","255616,8","87274,26","2037,714","1895,9","41038,3","1484,985","179,6138",14436,"99761,81","1015,791",47610,"714,81","171,753","8,329748","46,18919","989,1021","3977,7","1343,6","140,5917",1523494,70007,"1179,4","2,059222","106,11","13615,9",1319861,"19599,2","864,12",25123,"10877,43","3809,77","703,4","8104,8",85297,"293,1021","1051,304",141355,"660,3803","873,8362","61633,89","8,201695",103913,"140,1829","421,5972","5195,701","414862,3",NA,"201,905","2382,3","2908,9","1025,09","837,1396","2315,246","237,0943","215,7563","28,66301","47874,3","526555,9","284,89","103,88","627,2","579,4232",36346,"252,1044","271,9084","193,7043","459,185","215,8705","33793,34","619,8564","81,48956",NA,"198,7472","77788,38",20101,4568,"203639,1","3148,758","3484,9","225,0781","3444,68","10180,37","568,565","18979,5",8999,"0,740703","4946,622","6045,8",47353,"29,53366",NA,NA,"1212,017","52122,76","34,18601","845,5","448104,5","73,77218","6,672762","3,895404",28569,"79,33735","24727,44",NA,"2166,805","2186,878",15995,"44257,6","412719,6","185,66",8310,"0,7912","200275,5","707,4962","1832,141","6846,547",2464900,"3,769333","1066,745","13053,78","292,225","423,5658"
2004Q4,"3996,375","162,0162","19540,15","8834,5","202,1703","284438,9",23769,"31107,7","1153,987","18,98519",84497,"38,8622","91,72096",NA,"2832,8","2231,731","148,21","523,1976","3971,8","45,15","565,0435",26252,"47,90973","1251,238","991,4555","33,83","87,86093",31779,"8939,4",177200,"2077,131","1039,336","279,7615","4733,1","6,025233","5,279425","1572,5","389,7628","19126,03",246561,1120046,"58,29173","11,06964",20913,"1598,533","9018,469","276695,4","96569,26","2036,859",2070,"50070,16","1725,992","171,0108",17844,"117787,3","1340,931",51583,"640,34","175,3801","5,829465","23,03484","1383,083","4836,3",1259,"176,6572",1692629,70410,"1162,7","2,234428","109,99","15738,4",1482294,"20150,7","941,74",28245,"11110,3","4402,475","794,8","8894,7",96953,"346,4782","1022,053",151507,"707,0578","724,2185","68937,11","8,372633","105253,9","135,992","450,886","5961,704",552259,NA,"176,1927","2790,5","3353,1","1148,89","713,6151","2660,585","271,7601","281,6131","34,89999","49543,5","567666,2","340,49","49,48","684,4","489,8285","40325,49","293,9949","708,9586","214,53","519,1285","81,21085","33280,45","440,8731","53,23899",NA,"194,5774","88694,24",23480,5350,"210326,4","3871,749","3036,8","211,1978","3695,69","10716,26","725,0685","21616,9",10568,"0,653328","5146,324","6382,6",52773,"22,12117",NA,NA,"1251,078","53612,44","30,70799","829,1","592668,1","70,45379","7,683698","4,414701",34112,"89,7447","25879,44",NA,"2346,126","2578,404",18142,"45689,8","549871,2","197,87",8843,"0,803703","213411,3","707,2291","2005,144","7096,303",2813645,"3,17502","992,3229","15155,73","287,9792","395,5857"
2005Q1,"3680,279","159,4471","21091,28","8441,8","199,5791","260668,8",22707,"28631,8","1124,329","25,04439",86173,"31,77478","76,50243",NA,"2728,7","2098,485","106,3","520,9105","3507,2","72,42","553,0788",24500,"54,30824","1310,048","1313,955","29,18","87,50976","31085,7","9430,8",155848,"1702,254","827,6439","1086,763","4631,9","9,039411","4,31372",1596,"331,081","18832,34",243221,1014251,"56,62421","10,68719",19649,"1426,246","10053,21","252408,2","91208,04","2221,698","2172,7","48356,75","1786,225","188,3516",16232,"114021,6","1256,482",47564,"730,78","297,5343","7,356006","26,4868","1198,792","4366,3","1292,5","110,9041",1643489,61384,"1280,2","1,941232","90,68","14776,2",1445202,"19878,6","1153,68",27271,"11912,67","3427,114","763,8","9503,1",91957,"350,8164","992,5599",143749,"831,884","708,1459","66807,63","9,141438","100407,9","149,9516","405,2621","5547,837","481681,9",NA,"150,6719","2593,6","3292,4","1176,1","435,6591","2779,235","247,9","187,3452","27,53274","46894,8","532943,6","324,3","37,65",569,"1180,747","41310,03","168,38","229,9742","202,1885","626,1315","126,0473","32373,09","552,0202","41,63458",NA,"213,9133","87304,94",24239,5526,"198272,2","4185,796","3661,1","299,0528","3748,54","9562,05","726,1808","21472,7",9936,"0,799098","5991,418","6682,1",49091,"17,44701",NA,NA,"1244,22","51427,01","35,21743","831,3","519685,4","85,46276","7,304042","4,382683",32529,"81,97508","25232,59","211,3","2462,04","2683,105",17241,"42771,5","479647,9","224,36",8351,"0,714652",213918,"819,2761","1755,114",6578,2659474,"2,477219","1279,718","13562,07","352,3571","438,301"
2005Q2,"4610,203","180,0501","23409,93","10706,4","239,7609","298057,8",27143,"30196,9","1696,976","11,7342","86118,9","71,1605","77,64108",NA,"2899,5","2468,654","125,9","632,0192","3902,7","52,48","700,6811",29281,"78,85682","1330,999","922,8036","32,34","92,7722","32774,9","10257,3",186436,"2026,865","724,8353","1119,432","5562,2","7,184321","5,307181",1853,"376,198","19902,95",247805,1046146,"69,14304","9,82585",20733,"1584,354","11075,9","288883,6","103736,8","2473,519","2316,2","51606,73","1883,413","268,3662",15980,115616,"1228,315",52667,"716,45","327,2364","8,591007","27,20346","1442,987","4597,6","1455,4","142,0174",1722695,71307,"1382,5","2,309314","130,26","16000,8",1502593,"20870,1","1026,86",28028,"13358,89","4067,894","868,3","9128,6",97452,"396,8041","1085,067",146708,"850,4411","590,8143","69702,79","10,86199","117174,7","150,9302","468,808","6897,85","439065,6",NA,"158,5617","2850,9","3236,7","1302,94","484,5302","2754,966","263,2","204,3205","30,48931",53977,"609018,1","366,04","55,61","615,7","924,2771","46076,14","215,0182","244,2209","221,7438",NA,"123,1196","34595,56","475,8314","109,4216",NA,"215,6845","86983,85",25311,5943,"220099,1","4525,486","4208,3","245,2448","4034,51","9909,26","792,4782","22129,7",9892,"0,782138","6177,926","6840,5",58693,"39,22012",NA,NA,"1532,888","55096,45","49,33628","925,6","479490,5","81,18411","7,985789","4,674296",34464,"108,6876","26695,7","219,2","2858,223","2684,401",18144,"46754,8","436688,8","270,33",8653,"0,902269","229356,1","1006,861","1964,243",7700,2770766,"3,448782","1297,027","15374,14","319,4779","560,0179"
2005Q3,"5881,609","162,8856","26433,67","10921,3","256,3055","324329,3",27279,"28439,7","2204,873","9,700564","79514,7","106,5592","66,06757",NA,"2942,2","2669,654","155,8","610,6414","4264,3","46,32","761,4462",33100,"62,76825","1588,344","1325,526","27,18","94,51343","30300,4","10275,2",204052,"1391,399","1015,889","1525,598","5442,2","5,121581","4,211227","1790,6","386,068",18871,240361,1197292,"85,07947","11,27186",20360,"1575,617","12393,14","315152,1","109771,3","2684,844","2336,8","43955,24","1933,747","248,9351",15695,"104730,8","1427,529",53414,"676,56","326,296","6,731393","28,35803","1866,761","4537,9","1392,1","147,8903",1681230,79100,"1218,4","2,207097","118,16","15239,1",1443945,"21950,7","1071,49",26015,"15156,2","5226,256","711,9","9395,1",89443,"394,8439","1136,168",149933,"799,7886","928,6058","71097,68","12,86952","121433,4","193,1239","464,919","8277,609","544543,4",NA,"152,5572","3026,9","2954,1","1278,25","746,774","2553,849","271,3","221,5157","20,09112","54183,4","653815,7","343,56","84,81","581,6","954,3213","51584,49","271,599","728,8171","247,7078","604,9316","140,1971","36737,59","468,2292","75,0621",NA,"215,5028","85223,12",26111,4933,"237303,6","4661,167","3832,5","204,4486","4555,35","10690,64","827,6713","21862,6",9218,"0,792808","6497,146","7242,1",63971,"35,30293",NA,NA,"1627,136","59672,02","37,23311","877,1","588833,1","82,05954","7,945751","4,297041",31010,"126,6245","30192,86",213,"2675,223","2455,717",18130,"47397,2","541613,5","242,55",8256,"0,884093","221024,1","903,159","1709,742",8350,2878855,"2,962631","1498,747","14956,06","421,3161","595,343"
2005Q4,"6035,876","156,505","27172,52","10317,4","278,4285",337602,28765,"30363,9","2622,784","9,434249","83665,5","91,63436","67,27137",NA,"3154,4","2681,167","161,1326","636,8372","4434,6","35,45","811,5114",31648,"63,41188","1423,733","872,2704","25,45","103,0678","31813,7","12010,6",215617,"2123,964","871,0103","1697,444","5554,2","5,080965","4,054131","1786,8","451,56","20378,34",245767,1270592,"62,65719","9,644376",21035,"1558,669","12525,76","328048,3","117177,5","2719,97","3517,9","48800,46","2091,293","215,4608",17281,"113697,4","1174,562",58408,"678,42","372,7087","5,194537","26,58646","1666,629","4932,5",1241,"152,2982",1774518,77715,"1166,9","2,31491","118,6","16255,9",1527106,"22960,6","1141,42",27074,"14698,2","4911,676","749,2",8584,93833,"386,4913","1088,303",154874,"745,1977","792,6363","76810,66","11,99521","124807,3","228,0688","540,775","8366,078","591543,4",NA,"172,5051","3303,6","3177,5","1352,42","808,4718","3096,229","308,5","234,7999","25,37555","59177,8","679827,6","372,83","69,85","662,5","717,1075","53017,63","396,6764","550,3844","241,4536","584,6122","110,7745","37920,15","571,9015","70,53423",NA,"226,016","90055,48",28079,5336,"247428,9","5151,361","3959,7","201,5548","5029,28","11092,72","933,7998","23825,2",9671,"0,778522","7095,598","6880,4",68270,"29,75005",NA,NA,"1537,128",63485,"36,71164","802,6",636676,"91,32481","8,616207","4,542008",32872,"82,36556","28816,51","247,4","3380,495","2674,614",19961,"52185,2","588941,7","278,62",8969,"0,920879","236783,6","884,8085","1771,049",8570,3045393,"3,078281","1535,443","15050,73","282,8641","582,9786"
2006Q1,"7079,193","173,2743","27585,63","9925,4","185,0117","318395,6",26849,29824,"2463,706","7,512924","87690,9","96,90383","99,34367",NA,3213,"2736,605","172,1","662,1245","4472,9","77,73","867,743",29458,"77,53582","1654,28","1179,985","26,6","99,12091","33073,5","14007,9",197251,"2062,489","1064,404","1936,772",5454,"20,5325","5,333422","1988,3","382,635","21492,58",258544,1172017,"75,90866","8,90865",21173,"1516,883","13597,77","308603,5","113698,9","3029,719","3408,8","51600,19","2205,175","271,0307",16929,"119612,6","1222,817",64678,"920,41","376,9748","7,282513","21,24378","2099,011","4852,6","1384,8","126,0151",1807924,69239,"1370,3","2,371768","103,13","16393,3",1572255,22452,"1322,7",25911,"17534,16","5586,784","791,7",9611,95549,"491,6575","1131,145",151062,"781,4952","853,0357","73884,98","13,16849","122503,1","279,8817","517,6085","8913,369","511454,4",1519,"150,3818","3161,9","3299,2","1249,03","597,7446","2996,45","250,6","246,1079","42,26158","58852,5","662150,3","300,55","66,83","590,7","910,1865","58421,67","229,8189","523,5849","236,0555","515,1783","106,7246","36772,51","635,0541","69,28678",NA,"246,9752","94903,78",30638,5276,"235670,9","5371,716","4085,5","326,101","4624,62","11154,65",NA,"24765,6",10326,"0,834845","8094,108","7471,9",66412,"20,01109",NA,NA,"1659,763","63277,27","39,50814","934,8","557360,4","100,4261","8,555143","4,828016",35072,"87,50377","29456,04","317,4","3319,39","2768,576",18602,"47830,5","508728,2","251,36",8065,"0,840835","242126,4","1109,451","1614,221",8400,2981354,"1,833721","1891,099","14519,38","372,2573","626,4648"
2006Q2,"7262,789","208,0591","29494,2","11954,4","252,4676","362184,7",31034,"32216,1","2950,207","5,609476","92408,2","108,553","108,7487",NA,"3814,5","3077,454","172,47","859,5681","4853,5","78,645","948,4573",31599,"99,84255","1656,452","934,6629","33,16","104,1374","35191,4","15998,8",231181,"2225,859","1230,039","1942,8","6083,4","4,416088","4,828666","2075,7","351,731","23337,27",270282,1263331,"89,60974","10,62822",22377,"1659,702","13971,49",351486,"129607,4","3323,085","3507,6","55605,05","2501,146","303,17",20051,"127710,7","1081,994",70165,"951,85","373,4582","7,835717","20,88959","2063,679",5655,"1421,8","136,6292",1934805,75305,"1378,3","2,428634","131,36","18095,4",1679990,"24465,1","1326,64",27338,"19104,15","6924,919","943,7",10205,105552,"509,5349","1208,715",158102,"846,7311","713,3265","81473,44","14,51604","134047,9","335,4811","785,0199","9861,087","523317,8",1643,"168,4472","3689,3","3578,6","1482,22","697,2588","3371,572","216,6","238,0596","32,35995","63779,8","742426,4","437,24","87,9","747,7","1585,585","63394,99","382,4792","741,0485","442,2966","564,0982","127,3562","39316,4","667,9281","115,7065",NA,"264,8123","98743,85",30534,6014,"254819,5","4982,329",4487,"248,36","5809,26","11858,14",NA,"27149,2",11309,"0,86942","8584,528","8128,3",75559,"48,24475","11057,29",NA,"1735,39","67431,97","75,66355","950,7","572069,4","101,8992","10,01798","5,385127",37152,"85,61636","30886,03","354,1","3546,539","2887,343",21313,"53151,6","520148,4","276,9",9330,"1,049492","259147,5","1330,82","1581,597",9800,3199527,"2,852803","1683,484","16191,98","361,281","1006,826"
2006Q3,"8193,833","193,9118","31923,84","12111,2","242,8244","404609,1",32258,"32219,5","3642,944","18,00272","90593,8","86,62755","85,52762","3157,927","4062,6","3281,698","179,32","896,423","5495,5","63,89","1102,158",39899,"68,48056","1907,47","1091,458","26,22","101,0943","34924,1","15066,6",262599,"1678,545","1247,795","2414,565","6349,2","4,435069","6,511975",2061,"328,941","23213,04",281452,1333477,"109,6283","10,8134",22606,"1754,546","13975,25",393837,"135986,7","3266,503","3244,9","49505,48","2436,419","280,542",19216,"116733,2","1225,279",53960,"922,32","404,2572","10,02222","22,00061","1775,21","5410,9",1693,"148,0432",1926934,85620,"1278,7","2,58173","137,77","18460,7",1652202,"26635,9","1489,71",27786,"20537,34","8752,712","857,8","9525,2",101014,"496,8527","1485,33",165827,"931,6298","1141,54","82712,8","15,13426","143359,4","297,1497","376,0921","10786,81","528788,2",1858,"217,1331","3702,7","3370,9","1534,05","686,3051","3001,671","250,4","320,9007","24,16125","63139,9","807836,7","550,52","165,13","683,1","1047,683",67035,"468,5914","403,4626","359,7855","602,9761","136,9959","42799,89","655,9148","131,5863",NA,"268,5891",98373,29753,5451,"274756,2","5499,221",4245,"223,43","6550,05","12468,48",NA,"28157,1",11133,"0,92998","8895,312","8271,2",78727,"35,70967","10774,8",NA,"2292,103","71005,3","57,57436","966,2","580136,8","100,8452","10,77982","5,279525",34923,"86,74532","34940,77","335,5","3167,264","2911,876",21485,"55903,2",525795,"307,47",10538,"1,05937","255145,5","1294,828","1736,795",10360,3261346,"2,730957","1853,395","17103,85","358,9444","1071,897"
2006Q4,"6772,559","215,1909","30590,51","12555,2","304,8044","418003,2",33337,"36148,9","3957,776","27,24822","96165,4","89,81061","100,5434","2930,282","3974,1","2851,989","179,65","902,7294","5012,8","47,945","1033,187",36851,"76,82494","1810,986","1333,219","27,68","102,0417","38518,3","14306,7",277904,"2166,852","1170,03","1892,323","6504,4","7,112628","4,907635","2074,9","353,513","27100,32",312133,1420223,"84,66562","11,12255",24547,"1678,623","13004,57","407640,8","137076,9","3108,841","3544,9","57340,55","2557,36","231,791",21112,"131562,2","1103,783",55154,"932,1","388,2746","10,01111","22,97012","1521,031","5619,9","1513,3","177,5054",2066633,86624,"1249,2","2,994832","136,45","21106,3",1793711,"27245,5","1382,61",28918,"18562,47","6238,597","874,1","10359,3",115212,"481,8331","1380,449",171450,"879,4897","863,1268","87393,65","13,06436","141782,5","314,1652","603,806","9941,732","608381,8",1864,"182,2258","3602,5","3748,3","1628,41","575,9605","3369,568","332,8","311,7778","36,2929","64153,1","814265,5","499,66","67,17","832,9","1076,325","61129,44","448,5628","725,7799","414,8374","665,6097","146,6356","41946,54","689,0424","114,0321",NA,"270,0313","108761,7",31197,5709,"272927,5","5446,234","4154,1","223,929","6846,21","11928,83",NA,"30869,2",12026,"0,838122","8477,953","8608,3",76785,"38,67042","10367,29",NA,"2164,366","70175,07","43,2081","878,4",660405,"103,2922","12,52247","5,799833",40815,"99,87189","34437,58","391,9","3361,741","3142,713",24134,"55959,6","605162,8","351,91",10435,"1,039625","269548,1","1522,809","1883,24",10360,3488072,"3,246798","1255,965","18251,58","377,951","978,5147"
2007Q1,"7534,965","238,5871","31336,22","11149,3","231,2399","388616,8",31305,"36842,7","4036,285","12,7502","104093,9","80,5203","100,9755","2790,018","3801,4","2839,788","183,71","914,6638","4762,1","85,545","908,9767",34003,"89,76898","1602,619","1460,901","29,91","102,8323","39155,8","16631,9",252285,"2083,261","1174,684","1426,791","6116,2","9,782899","4,706546","2251,8","367,761","28108,2",311873,1390657,"73,4363","11,33681",23927,"1720,867","13547,82","378605,4","129773,4","2878,387",3918,"61631,08","2508,546","314,4958",20561,"133469,1","1256,281",53009,"1041,49","456,8916","7,792708","66,66262","1867,824","5807,8","1711,5","133,6284",2064853,75006,"1424,6","2,633417","122,76","21434,3",1806678,"25581,8","1518,83",29706,"19442,41","6699,51","1181,6",11076,117356,"570,641","1369,406",166737,"986,3883","808,7298","84703,53","12,6609","132333,8","280,0316","622,1803","8956,59","622671,8",1704,"188,6963","3667,2","4126,5","1693,68","536,4842","3830,469","274,4","272,4509","31,51","60269,1","769804,4","549,69","62,88","705,6","1563,246","63654,81","371,2488","412,1143","352,6328","475,5198","156,2753","39368,39","667,9409","62,62692",NA,"281,6865","111259,3",31490,6018,"258165,8","5354,545","3970,6","410,574","5754,78","12200,53",NA,"31332,5",12687,"0,931987","9567,972","9222,7",70177,"31,33119","10014,96",NA,"2176,927","69498,62","64,98358",981,"674906,8","107,3716","12,82753","6,244069",40140,"83,92995","34551,47","367,6","3614,388","3658,512",23180,"51752,8",619547,"425,09",10733,"0,931559","268384,2","1284,748","1439,842",10559,3456912,"2,239654","1536,471","17458,11","434,5275","921,1399"
