Year,Angola,Albania,United Arab Emirates,Argentina,Armenia,Developing Asia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Developing Countries,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific developing,Europe & Central Asia developing,Ecuador,"Egypt, Arab Rep.",Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,High income: OECD,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kenya,Cambodia,"Korea, Rep.",Kuwait,Latin America & Caribbean developing,"Lao, PDR",Lebanon,Libya,Low Income,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,"Moldova, Rep.",Madagascar,Maldives,Mexico,Middle Income Countries,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & N. Africa developing,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,High Income: Non-OECD,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,South Asia developing,Saudi Arabia,Sudan,Singapore,Sierra Leone,El Salvador,Sub-Saharan Africa developing,Suriname,Slovakia,Slovenia,Sweden,Seychelles,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, China","Tanzania, United Rep.",Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Vietnam,World (WBG members),Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia
1999Q2,"998,9184","77,80866","6511,163","6383,5","53,08652","107531,9",13272,"15603,9","166,076","5,146549",43619,"60,0921","47,42693",NA,"905,6","1023,238","90,6","237,3974","1552,125","38,58","256,7787",12407,"81,63721","532,1908",NA,"53,49","63,06702","18430,1","4261,6",45607,"1000,085","360,6089","342,038","2810,1","2,245713","3,527662","1679,2","308,7212","6662,94",133657,"339948,4","30,32244","14,17815",11971,"1283,826","2907,14","103521,3","32092,11","1117,041","919,3","28057,42","575,726","125,4245",10086,"74600,8","799,466",40139,"478,2441","123,2828","2,087831","10,79892","171,033","2661,982","1163,498","140,6171",1005683,42005,"2431,922","0,994631","49,19","5833,2","891752,3","11522,4","350,34",17139,"4819,106","1821,443","498,8","5368,9",58143,"302,9579","461,2277",96637,"460,4961","225,8575","35741,94","2,588899","67175,3","111,5103","153,7","1620,656","99893,11",NA,"37,69478","695,7","1947,3","427,5",NA,"1889,546","114,4197","52,85531","14,2","33641,1","242124,7",NA,"70,95","489,9","293,3814","16593,85","82,86621","71,99674","139,0898","403,4496","85,53172","20486,45","357,1178","51,70497",NA,"147,0399","48074,04",10302,3195,"113895,5","1668,644",2236,"172,5223","1408,94","7950,05","473,2317","6551,6",6207,"0,614038","1374,92","1967,8",17085,"22,17342",NA,NA,"123,481","27885,24","3,010065","633,4","115306,4","144,4673","2,472343","2,122986",20851,"35,5862","14023,79",NA,"605,0014","1394,815",6301,"29617,5","98683,57","113,01","2923,2","0,555427","171596,4","523,1334","948,8268","2740,446",1348796,"4,270393","576,592","7336,242","259,1212","136,1381"
1999Q3,"1228,889","54,65842","7257,836","5937,4","55,51778",122781,14234,"15656,7","253,582","15,3217","43554,7","51,98733","47,50456",NA,"1095,6","1084,747","83,4","251,0428","1408,848","42,38","287,0455",12581,"61,858","650,5737",NA,"55,11","62,43965","18290,1","4062,8",54203,"896,3166","383,9993","497,5024","3081,1","3,178432","2,647585","1639,3","362,006","6444,6",132300,"390369,2","46,3889","14,57593",12217,"1323,599","3276,326","118714,9","34515,81","1146,888","856,1","24990,89","585,403","139,4674",9995,"71879,67","882,9319",42492,"525,0881","128,0536","1,480642","26,42347","203,4898","3220,03","979,1274","133,7162",1019441,47394,"2689,731","1,176447","54,75","6084,4","896488,8","13394,7","411,73",17962,"5584,95","2940,199","466,4",5745,55509,"305,5438","472,2007",108320,"402,5779","310,2852","35087,75","3,387692","69293,91","124,2797","179,3","2237,045","126717,1",NA,"49,95695","711,9",1896,"433,48",NA,"1736,509","113,9165","62,24643","15,3",35293,265659,NA,"60,86","467,4","275,7104","19480,18","64,20728","70,59082","122,112","382,3673","173,7614","22007,42","255,8111","37,17439",NA,"130,3903","48073,82",11581,3114,122951,"1838,228","2028,9","187,0372","1579,89","9755,88","502,5526","6750,3",5982,"0,489921","1609,203","2283,1",18881,"19,84612",NA,NA,"207,7294","29420,44","1,071143","619,6","143055,4","125,2195","2,516754","2,057483",20059,"29,00639","15200,28",NA,"746,784","1496,282",6469,"30213,4",125366,"101,21","2974,9","0,55672","169868,2","475,1723","1142,122","2870,798",1412622,"5,813339","654,8785","7353,595","301,0618","126,1515"
1999Q4,"1314,766","65,674","8325,435","5922,1","74,45669","129775,1",15978,"17210,9","457,513","16,29239","47033,4","41,26072","38,15892",NA,"1099,3","1107,254","147,6","252,7693","1695,902","34,46","271,752",12980,"61,25615","784,8231",NA,"54,26","68,00519","20552,9","4487,2",57953,"929,3904","459,6595","553,2682",3292,"4,003596","2,439813","1657,3","287,2294","7071,87",143677,"589602,7","37,71898","13,31593",13796,"1353,598","4003,37","125453,2","41789,23","1186,339","1001,5","30032,39","654,592","106,1087",11665,"80481,02","1125,084",45091,"850,4106","122,2474","1,598665","9,46234","155,4534","2694,111","948,3998","126,8153",1130102,48102,"2600,775","1,137544","48,55","7306,6","997294,9","13582,5","397,19",19324,"6098,141","3500,217","531,7",6415,64096,"301,023","498,2131",117861,"389,4291","255,7305","42601,86","4,107075","72208,48","122,4178","208,5","2756,009","300968,7",NA,"51,1183","703,3","2010,9","438,33",NA,"2043,836","124,1883","56,49499","16,6","37487,4","288292,9",NA,"64,96",538,"250,8582","22255,06","82,97524","67,898","146,2146","477,2883","118,0587","23863,01","299,9822","60,42026",NA,"122,7602","54452,3",14092,3186,"132789,7","2059,409","2206,3","204,8487","1686,27","9478,55","508,7578","7504,3",6628,"0,462756","1993,513","2361,6",24312,"32,45172",NA,NA,"408,3908","32717,61","1,488429","616,6","323055,6","183,239","2,882871","2,255698",23059,"21,50025","16166,57",NA,"871,8981","1488,707",7338,"33996,5",299728,"104,88","3261,3","0,619701","187727,7","505,0266","1170,474","3183,828",1721468,"5,007948","618,8495","8358,966","292,0747","128,0022"
2000Q1,"1484,666","64,18268","8996,283","5712,1","63,45224","121528,1",15020,"16302,4","393,245","18,28826","48642,8","34,87772","57,64656",NA,"1097,3","1060,305","110,7","191,5904","1686,014","66,78","259,7",12052,"63,04128","659,2038",NA,"50,92","71,71021","18786,2","5111,8",51694,"1145,507","479,4757","487,1717","3119,3","4,252395","2,920007","1634,4","265,0217","7079,29",138570,"499210,8","39,69379","13,52336",12370,"1315,034","5052,196","117389,8","39339,38","1261,197","1136,1","29362,76","739,116","115,776",10899,"77794,18","820,8464",44884,"420,68","152,5651","17,14534","38,50441","174,1679","2728,767","1185,132","119,9144",1100195,43674,"996,5042","1,06927","68,09","6505,2","973824,6","14139,3","436,35",18220,"6031,822","2927,127","489,4",6810,60882,"339,9312","389,7752",115387,"434,501","304,6223","39268,17","4,554639","70274,93","92,68372","163,8","2894,944","223831,3",NA,"57,29814","871,7","2055,3","464,11",NA,"1995,091","116,5612","187,385","18,5","38017,7","276044,5",NA,"57,42","562,2","291,5689","23203,6","63,9912","80,56505","119,7306","370,6891","59,45988","22290,31","290,8094","30,30166",NA,"162,581","53674,87",14671,3263,"126339,5","2457,103","2089,8","169,5957","1640,63","8607,4","525,1874",7591,6515,"0,516342","2683,687",2404,22770,"11,81919",NA,NA,"482,136","30408,3","1,949162","762,9","244008,2","125,8161","2,853442","2,177051",22320,"25,94514","16548,36",NA,"574,747","1557,088",6703,"32859,3","222422,3","126,92","3141,4","0,565287","187805,6","481,2899","1251,588","2829,075",1601768,"3,26138","1015,968","8391,056","295,2052","184,5933"
2000Q2,"1743,934","69,94051","9937,149","7315,7","82,7683",136573,15731,"16229,2","522,448","12,29441",47199,"76,09541","47,3127",NA,"1175,4","1255,914",98,"261,6282","1868,099","55,74","311,6",14114,"84,28474","720,2928",NA,"61,74","74,61741","18553,8","4652,3",62828,"826,3849","471,5035","402,9806","3186,7","2,667532","2,723566","1600,2","319,5674","7284,45",137200,466337,"35,61519","14,0108",12099,"1417,549","5238,54",131915,"41882,96","1229,202","1241,6","29945,58","769,578","127,8434",11266,"76535,39","936,812",46463,"443,3633","165,3895","13,46219","15,59625","271,832","2899,541","1266,118","113,0135",1127648,49050,"964,9517","1,096324","85,88","6856,7","986948,2","15216,1","456,16",19051,"6498,897","3931,853","477,7","6836,4",59878,"337,0269","507,4345",119281,"448,7797","323,2781","43409,74","4,544144","77263,72","102,2938","182,6","3038,259","165257,3",NA,"58,20798","817,9","1986,1","482,48",NA,"1789,707","117,4417","175,1417","19,5","41027,2","303049,9",NA,"69,62","517,6","298,6289","24930,66","111,1624","86,86771","130,2244","359,7543","66,63462","23930,21","316,4366","60,60257",NA,"177,4476","52538,59",13853,3533,"140721,4","2458,816","2391,3","185,8384","1655,34","9008,69","552,8812","7504,9",6102,"0,623792","2873,972",2505,23926,"19,31785",NA,NA,"526,7294","32894,65","3,152452","740,9","184343,2","112,8749","3,024214","2,241394",22754,"38,23927","16126,35",NA,"718,0225","1446,131",7103,"37782,6","163754,7","111,67","3442,4","0,569268","195978,4","566,7881","1351,804","3414,375",1596798,"3,073594","1020,027","8316,385","301,3103","214,8013"
2000Q3,"1912,133","62,07168","10465,72","6738,4","74,02873","150248,2",16341,15367,"594,058","8,018593","44508,5","50,06287","19,01707",NA,"1239,9","1293,222","141,6","300,6319","1981,939","46,33","345,894",15255,"63,22512","862,3236",NA,"55,56","71,90456","18238,2","4729,2",67779,"745,4476","455,9146","712,0808","3449,7","2,414555","1,966121","1365,8","306,1592","6877,2",132047,"492865,3","43,42443","13,3169",12626,"1523,425","5342,241","145478,8","43541,21","1262,92","1034,4","25368,38","774,84","130,5605",11202,"69041,41","983,1218",46119,"467,4519","163,996","9,729342","16,30927","261,2976","3508,175","1089,925","106,1126",1120225,55475,"950,2283","1,160416","82,31","6938,5","966367,3","16739,9","502,11",18864,"7389,835","3997,516","479,1",7178,57282,"289,091","528,3077",122561,"426,3906","441,9278","44375,92","4,996249","79794,53","101,3819","185,1","3211,838","172308,7",NA,"67,39382","933,9","1802,8","452,36",NA,"1737,742","118,3888","216,6556","18,7","42783,2","322711,1",NA,"59,77","609,5","360,1105","25823,52","99,58266","99,58983","149,844","388,4773","149,9411","26750,97","296,6139","50,21818",NA,"153,2278","51740,98",15087,3142,"153946,2","2723,878","2278,3","204,6905","1800,77","10250,87","523,3609","7994,2",5986,"0,538859","2984,992","2698,9",25069,"17,88199",NA,NA,"543,6853","36838,25","0,787609","729,5","192055,4","139,4632","2,896211","2,095444",20437,"28,90074","18503,96",NA,"776,5621","1460,079",6735,"39255,5","170804,1","96,55","3878,7","0,616195",195674,"536,9637","1464,686","3923,48",1615629,"4,296252","893,0407","8396,188","275,318","165,2531"
2000Q4,"2174,175","62,10036","11408,65","6574,8","78,94033","146784,6",16641,"16223,4","348,584","11,42715","47400,3","34,7883","28,60417",NA,"1308,9","1219,149","114,5","270,3559","1899,846","31,11","308,372",13698,"62,47898","919,7189",NA,"57,78","75,60763","19231,7",4717,66901,"863,3659","425,4692","573,3601","3402,8","6,219464","3,272419","1248,3","240,7525","7756,61",142017,"598285,3","32,78872","12,73154",13220,"1480,678","6238,262","142060,1","46502,18","1153,685",1277,"29659,17","880,962","120,6122",12081,"77719,48","1053,69",50664,"590,5628","135,4353","5,828205","41,39554","371,3272","2710,65","1055,99","99,21166",1176669,53850,"977,5369","1,105587","78,14","7791,6",1023122,"16028,6","511,9",20983,"7077,265","4062,081","450,9","7516,4",61689,"320,9489","469,8324",121846,"454,4096","298,2185","45213,7","5,333372","79242,42","94,97821","182,8","3579,239","274200,9",NA,"62,1344","924,8","1982,7","466,18",NA,"1905,978","118,5073","244,7242","19,1","44292,6","324698,3",NA,"46,42","651,5","447,0794","27363,63","124,3498","96,98141","129,7257","519,3304","103,3325","25257,56","405,0144","54,61726",NA,"149,5694","55319,4",16385,3343,"153601,7","2945,03","2268,6","233,8427","1858,18","10211,29","494,0557","8594,4",6466,"0,521094","3048,642","2751,1",27455,"9,351845",NA,NA,"561,936","37591,22","7,144099",708,"297478,2","120,2393","3,075796","2,218269",22078,"30,71688","18445,57",NA,"971,611","1388,741",7233,"38423,1","272750,9","105,76",4110,"0,55134",202460,"597,1046","1437,168","3753,848",1776925,"3,594342","1149,643","9002,753","261,4503","192,7525"
2001Q1,"1655,054","78,91371","10266,28","5908,1","92,78668","130679,3",14864,"17226,5","526,737","9,918037",51003,"118,8665","74,8183",NA,"1289,9","1151,519","68,3","242,6645","1780,815","53,87","287,54",13802,"72,0912","911,8775","784,5308",68,"74,78689","20327,9","5041,2",58808,"1005,944","520,5402","409,8161","2984,1","9,340101","2,75032","1295,3","246,0951","8443,35",147563,"538748,6","87,15543","10,59102",13088,"1328,847","5178,324","126142,4","43198,29","1227,417","1143,5","31534,94","944,598","87,19517",11185,"80523,04","979,3837",49660,"427,1124","139,2651","7,46324","3,831322","388,0288","2513,878","980,3586","102,1179",1144305,44552,"908,594","1,093309","66,73","7570,7",1013365,"14866,8","543,39",21602,"6111,709","2097,404","526,9","7078,4",63543,"314,1047","470,8932",107659,"535,2307","386,7198","40123,89","4,394801","73308,03","101,4458","184,9","3227,724",246435,NA,"76,29045","1013,9","2134,7","492,16","453,6012","1867,688","138,1651","249,2439","20,2","39730,3","292761,3","146,99","32,93","528,6","473,5383","23031,06","72,2578","139,1909","118,511","406,4752","61,13467","22651,37","313,7491","28,00682",NA,"156,9497","58050,12",15595,3387,130923,"2730,836","2259,7","213,6361","1613,78","8564,11","495,546","9169,1",6544,"0,55783","2750,246","2869,7",24244,"30,89413",NA,NA,"502,5639","32616,99","6,855235","736,5","267773,2","55,82001","3,155924","2,398825",21121,"29,33671","16515,27",NA,"1287,04","1765,039",7298,31620,"244939,3","125,64","3835,6","0,595339","195261,7","536,2791","1530,818","3204,544",1685325,"2,748729","896,7219","8582,269","236,416","221,3478"
2001Q2,"1602,048","88,69261","10060,89","7504,2","79,91623","136227,7",16232,"16134,4","531,227","7,346479","46984,3","211,2792","34,15522",NA,"1227,3","1295,253","85,7","254,2378","1920,725","49,23","307,55",15156,"74,16201","789,6235","666,2608","39,66","73,19833","19261,9",4856,65696,"855,9587","415,7093","347,4159","3123,2","5,471905","2,340164","1292,9","344,057","8243,42",140820,"510073,1","47,72084","11,53914",12180,"1356,037","4899,12","131443,1","45089,06","1249,283",1100,"29574,91","878,619","91,48563",10508,"74227,93","933,3783",47783,"461,4763","157,1482","9,191369","25,5822","375,1559","2691,906","1112,019","112,7267",1094032,46661,"882,2867","1,141374","74,63","7579,6","963467,1",14483,"485,81",20101,"6305,596","3279,82","456,9","6347,6",61243,"338,6871","563,0048",100143,"482,6049","337,3728","38360,01","4,510697","77646,88","92,01432",216,"3038,816","205849,9",NA,"78,82788","1103,1",2118,"528,94","610,2134","1656,669","140,8295","220,699","15,4","40748,1","305370,6","154,6","49,54","482,2","738,0517","23621,86","124,7144","214,6424","142,9767","396,7209","112,7647","21784,33","300,6159","31,61277",NA,"165,318","53617,81",14632,3667,"130554,6","2840,543",2497,"224,9441","1737,58","7423,81","473,5335","8666,2",6309,"0,636293","2693,487","2824,7",24843,"24,7245",NA,NA,"499,1449","30435,34","6,824187","713,3","226492,9","31,27998","3,211285","2,309324",19490,"46,87796","16204,53",NA,"1104,17","1696,284",8063,"31267,2","204115,4","120,27",4178,"0,503059","190280,9","659,9379","1455,432","4081,192",1606136,"4,510508","818,8255","9105,288","297,437","266,3778"
2001Q3,"1548,847","58,38068","9843,223","7055,2","82,46012","140925,6",16232,"15955,2","540,403","9,171444","44799,2","147,5423","23,46822",NA,"1334,3","1334,35","116,8","278,5181","1990,433","36,98","352,94",15463,"57,14975","842,4233","569,6057","30,55","64,3747","18535,3","4077,7",70323,"693,3613","444,8225","310,4566","3274,3","4,682505","2,273327","1235,1","296,0972","7808,68",139477,"536826,9","57,84257","10,17412",12574,"1356,065","4200,448","136265,5","43943,97","1181,165","972,2","25811,85","685,336","92,99711",9754,"69897,99","897,5646",45099,"460,2027","120,3594","4,818861","5,429268","504,1227","2381,1","949,5486","122,6231",1041701,51484,"856,7581","1,196593","69,42","7313,6","911044,5","14339,6","510,04",20516,"6295,873","2594,92","476,3","6084,8",55954,"309,4553","615,3766",99080,"479,5987","435,3202","35605,77","4,055587","75888,17","93,68872","245,7","2805,856","233036,9",NA,"98,34425","1067,5","1970,7","481,37","661,0492","1746,245","132,7166","234,4807","22,03","39129,2","304565,9","144,68","33,58","449,4","613,4651","22081,33","121,8018","174,1079","135,5685","383,1218","155,2673","21610,92","259,9224","65,17786",NA,"146,6746","50868,04",14455,3356,"130652,6","2802,097",2280,"216,9113","1888,92","7946,23","481,4511","9001,4",5668,"0,620484","2925,623","2969,4",24254,"22,45761",NA,NA,"512,0898","29213,79","7,126911","743,2","253146,3","45,47452","3,105957","2,244914",17582,"41,20155","16553,23",NA,"937,346","1566,227",7659,"27967,7",231392,"113,45","3990,3","0,482162","169954,8","389,607","1444,444","3742,21",1580009,"4,561867","980,6404","8378,896","330,7971","269,1654"
2001Q4,"1364,364","78,68375","9358,6","6074,7","86,11643","139406,6",15905,"17166,2","480,564","12,08147","47533,1","113,4598","36,45908",NA,"1263,7","1301,434","146,1","255,5871","1851,792","22,42","336,74",13866,"55,93759","792,5332","523,8975",32,"63,81444","19922,6","4297,1",71272,"1093,286","367,6561","253,0632","2948,5","18,54479","2,357921",1198,"279,3853","8862,72",143523,"581325,6","44,60782","11,10659",13184,"1235,376","4041,186",134855,"43462,03","1020,571","912,2","29246,17","804,294","85,7125",11376,"75617,6","689,5994",47082,"534,7047","125,9141","5,970299","43,21666","291,5698","2671,7","1142,616","140,5319",1080996,47379,"864,2703","1,234632","63,42",8034,"951648,3","12631,4","505,92",20779,"5403,274","3046,26","554,1","6207,4",63460,"257,2508","640,8626",96365,"447,0615","336,5633","36349,47","3,244078","72492,93","88,53722","242,7","2258,624","284839,4",NA,"102,8928","1094,8","1977,1","498,64","578,6715","1876,164","153,3014","220,8226","18,47","39172,2","296470,7","158,64","28,69",472,"456,5105","20750,19","230,4397","175,5971","150,6662","494,5182","120,2426","21922,56","271,9274","37,58919",NA,"120,4485","53609,69",14522,3303,"129337,3","2508,129","2199,1","195,3789","1785,44","8216,03","354,7184","9324,6",6405,"0,541911","2492,694","2719,7",23214,"8,15176",NA,NA,"467,1329","29425,07","8,200083","670,8","304627,8","38,55276","3,169969","2,299379",19894,"37,71058","15910,2",NA,"956,4024","1607,3",8315,"31830,7","283324,7","107,88","4260,8","0,480441","173603,2","505,6797","1328,069","3432,734",1663790,"3,31432","677,0089","7483,46","270,7646","222,4707"
2002Q1,"1314,107","77,59511","8663,773",5712,"96,53308","131538,2",14896,"16516,4","450,164","5,679994","49532,3","36,57235","43,33105",NA,"1188,3","1134,579","89,95731","191,0293","1731,837","43,26","272,4235",11905,"54,006","722,7785","585,3236","41,52","63,62977","19766,5","4621,4",64662,"1149,281","428,5323","546,9717","2748,9","9,73133","2,812637",1220,"192,1763","8635,04",137404,521726,"44,99078","11,17683",12439,"1250,315","4379,076","127129,8","39946,25","1102,45","1164,9","28999,04","726,056","109,57",9645,"72352,94","729,7359",45616,"416,8015","234,5213","7,56062","11,02084","250,5358","2393,9","943,8055","117,2181",1034088,41782,"769,214","1,034216","58,52","7833,6","916387,7","12839,5","579,49",22046,"4508,873","2336,058","523,9","6316,7",57464,"291,0765","578,9083",93339,"519,984","422,5983","35656,24","3,285771","66924,44","92,18335","218,4203","2037,113","243938,7",NA,"86,40906","1024,8","1918,2","487,67","443,6292","1911,352","150,4717","185,6019","23,74","36677,1","278081,6","123,41","28,94","458,7","681,9755","19479,75","70,5824","194,8599","135,71","451,8211","74,02914","21553,88","260,2708","43,54302",NA,"145,3648","50407,62",12953,3355,117685,"2418,056","2080,3","200,4905","1586,68","8108,37","368,0253","9008,7",6035,"0,538898","2479,345","2901,3",20765,"14,36484",NA,NA,"508,3777","27629,84","6,055285","707,4","263228,3","44,69992","2,982739","2,318171",19461,"41,66234","15408,47",NA,"813,9526","1576,573",7910,29130,"242430,3","127,6",3866,"0,452033","166457,2","385,7283","1116,805","2919,912",1557580,"2,26624","723,4881","7371,403","275,3497","190,7439"
2002Q2,"1939,844","74,22994","9432,674","6777,4","128,9367","151271,1",16316,"18116,5","488,972","5,376936","53292,9","71,54235","30,10193",NA,"1353,9","1358,848","108,1327","236,6666","2046,173","35,87","318,458",13181,"71,49045","787,5706","518,6405","48,19","69,22831","22019,5","4863,1",77365,"1256,398","457,3319","558,5011","3121,9","7,192338","2,588532","1365,2","249,7872","9575,25",150104,"565445,2","54,65513","10,92149",14007,"1311,575","4504,394","146077,4","46112,11","1303,033","1260,5","32149,05","853,18","138,4949",11133,"78924,69","699,6101",49352,"496,0536","221,19","9,74642","35,65451","535,7311",2621,"934,9271","112,6067",1130752,47933,"843,8506","1,229215","74,42","8630,9","997027,2","14621,3","591,39",22636,"5382,193","2022,868","582,1","6453,6",62583,"272,7621","718,6362",102443,"585,3744","399,0779","40251,8","3,952284","75670,33","92,15299","275,7908","2451,077","248437,2",NA,"93,53472","1360,1","2179,1","571,88","615,7114","1938,131","148,2928","181,1221","22,12179","41480,5","317746,8","145,08","42,34","495,3","752,5418","21113,81","90,5936","142,0651","142,021","441,2741","88,61175","22916,92","281,7279","43,51324",NA,"139,8148","53553,7",14716,3931,"133712,9","2553,958","2596,5","233,0539","1980,27","8603,27","446,9671","9822,8",6795,"0,640655","2675,408","3319,8",24885,"28,7761",NA,NA,"602,9684","31319,96","12,76487","747,4","270492,4","49,23565","3,489177","2,583818",21096,"59,81374","16681,39",NA,"908,6251","1704,385",8514,"33076,2","246824,9","121,11",4259,"0,51033","177950,7","386,3742","1375,489","4103,94",1698033,"4,240901","801,1825","8753,382","310,0321","243,8969"
2002Q3,"2004,237","88,58905","10001,35","6717,8","112,8442","169724,2",16588,"18418,3","631,127","8,544817",54567,"71,11799","58,89571",NA,"1655,6","1385,362","98,84463","280,1279","2125,432","45,65183","353,1476",18486,"55,41155","952,0125","681,4402","41,13","66,39631","22275,9",4054,90537,"851,5568","436,9561","604,8922","3011,8","4,045843","2,138865","1342,7","248,7741","9684,53",160227,"578970,7","60,89998","11,49117",14342,"1358,884","4353,554","164156,7","51040,24","1312,189","1189,7","29759,32","866,567","141,2273",11074,"78227,51","793,6099",46083,"526,2971","184,7007","9,176901","35,34582","416,182","2636,4","967,8067","119,4253",1148954,55855,"928,6186","1,29498","74,53","8626,6",1004191,"15071,6","660,43",21963,"5885,208","2008,811","558,1","6228,6",63142,"273,6045","763,012",108230,"560,7202","661,604","41255,05","3,984403","80999,55","103,428","273,668","2624,956","233528,8",NA,"119,3832","1403,2",2129,"607,81","681,9528","1940,547","161,2042","132,9647","19,37361","41367,2","346747,5","158,86","46,8","557,6","853,1669","21567,85","109,4502","165,9702","117,2147","507,3429","128,9026","24645,58","249,1318","33,32049",NA,"141,5319","56065,59",14984,3475,"144760,1","2858,495",2662,"175,7667","2140,76","9446,3","393,7909","10536,7",6648,"0,624744","2785,807","3764,7",27592,"14,23177",NA,NA,"575,4502","32883,98","16,17529","780,8",254667,"45,11282","3,8402","2,668777",19673,"36,032","18006,68",NA,"970,6797","1702,359",9298,"33232,7","231904,3","113,05",4652,"0,439095","171799,5","380,6387","1344,107","4324,01",1729702,"4,098727","765,1323","8272,621","344,3912","237,266"
2002Q4,"1962,035","98,95072","10737,31","6442,7","167,6314","171887,4",17195,"20135,5","734,63","10,60801","58669,9","61,05957","31,91449",NA,"1435,5","1386,887","125,1322","307,2111","2227,517","35,45638","354,7024",16867,"60,56955","976,7656","784,3211","81,55","68,5308","23392,8","4641,3",93031,"1722,323","482,7328","551,8583","3092,8","7,572521","3,004396","1335,5","225,4048","10609,51",168598,"725919,2","48,30652","9,075026",15577,"1244,153","5601,493","166382,1","54100,97","1318,451","1092,5","34952,3","1002,35","120,6641",12870,"85741,66","838,7917",45725,"714,6722","187,7385","4,789585","13,57266","533,5416","2684,9","975,7241","137,4827",1219274,54734,"897,5604","1,345172","72,69","9245,6",1071931,"14626,2","617,08",21992,"6398,034","2770,779",567,"6640,1",71408,"278,0925","712,6458",113149,"516,824","436,7612","45307,44","4,1358","78868,81","98,33974","277,6158","2755,007","369933,2",NA,"121,1186","1445,2","2280,3","616,86","619,8914","2056,944","183,3734","167,3234","25,1371","41521,1","355591,5","166,03","42,48","599,9","727,0388","24587,46","191,2888","179,1251","150,0359","499,4007","115,4543","24943,81","284,7607","48,30942",NA,"135,7297","60041,53",16994,3629,"147333,2","3129,366",2609,"180,9194","2006,19","9050,21","432,071","11663,9",7430,"0,524505","3037,538","3889,2",28826,"7,94028",NA,NA,"575,576","33321,6","13,67326","759,5",395974,"46,13821","4,165487","2,786208",22818,"40,74641","18059,76",NA,"1157,421","1889,351",10337,"34970,9","368242,9","116,41",5180,"0,459579",176894,"400,4646","1157,321","4782,478",1946373,"3,135355","984,7786","9551,191","407,4295","203,35"
2003Q1,"2330,684","109,0931","12459,72",6575,"161,4457","164729,7",16534,21041,"674,859","13,26336","60861,4","62,59064","81,02645",NA,"1753,1","1463,512","132,82","275,6576","2276,5","63,06","334,8185",15066,"38,51957","1084,626","676,8156","31,7","70,8019","24147,6","5193,6",86287,"1702,857","614,5359","417,5562","2990,6","14,18762","2,542562","1529,6","204,2761","11306,57",175541,"664505,4","59,26127","9,805284",15643,"1343,851","6576,194","159197,4","55183,56","1534,486","1705,6","37523,71","963,247","138,4229",11882,"88673,34","925,9094",47474,"565,16","174,6719","5,538858","17,47284","545,5833","3208,9","1085,775","119,3623",1233885,49141,"948,0088","1,462959","74,72","9540,4",1087576,"15140,2","682,46",21515,"8067,279","3638,592","627,7","7145,4",69978,"323,8204","671,4007",109065,"650,2126","508,3323","43035,93","5,513555","75329,8","107,8709","350,2196","3222,307","313508,7",NA,"117,9653","1568,8","2499,3","632,61","506,473","2100,507","184,0669","213,2482","31,12901","39051,5","351297,4","139,85","52,49",563,"742,7341","29386,22","129,222","213,9117","153,9208","416,4782","101,6979","24141,21","241,1746","25,95814",NA,"151,2659","64664,66",17414,3913,"146296,5","3129,536","2658,5","186,9526","2030,92","8649,65","537,9324","11648,2",7932,"0,557151","3544,791","4056,5",29657,"14,99992",NA,NA,"799,7569","37666,99","19,92296","800,6","339140,1","43,23848","4,530623","2,945146",24230,"40,53778","18788,82",NA,"1521,262","2045,912",10365,"32449,8","311791,7","146,2",4936,"0,441541","174295,6","444,0736","1065,86","4161,693",1900215,"2,725234","948,9462","9549,203","315,0067","327,7429"
